dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1592816400,2020-06-22 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,18.77,11.45,16.55,20,1008,,,32,8,160,,,,,93,804,Clouds,overcast clouds,04n
1592820000,2020-06-22 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,18.84,10.97,16.55,20,1007,,,34,9,150,,,,,93,804,Clouds,overcast clouds,04n
1592823600,2020-06-22 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,19,11.71,16.76,20,1006,,,32,8,140,,,,,0,800,Clear,sky is clear,01n
1592827200,2020-06-22 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,18.94,12.49,16.76,20,1006,,,34,7,170,,,,,0,800,Clear,sky is clear,01n
1592830800,2020-06-22 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,18.47,14.4,16.76,19.46,1006,,,39,4,180,,,,,0,800,Clear,sky is clear,01n
1592834400,2020-06-22 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.83,13.76,15.86,18.26,1005,,,48,3,150,,,,,100,804,Clouds,overcast clouds,04n
1592838000,2020-06-22 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.81,13.38,15,18.26,1005,,,62,3,110,,,,,100,804,Clouds,overcast clouds,04n
1592841600,2020-06-22 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.76,13.08,15,18.26,1005,,,58,3,110,,,,,100,804,Clouds,overcast clouds,04n
1592845200,2020-06-22 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.75,8.32,11.64,14.74,1005,,,67,7,180,,,,,75,520,Rain,light intensity shower rain,09n
1592848800,2020-06-22 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.24,10.25,11.64,14.74,1005,,,76,4,130,,1,,,0,500,Rain,light rain,10n
1592852400,2020-06-22 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.69,10.26,11.64,14.74,1005,,,76,3,110,,1,,,0,500,Rain,light rain,10n
1592856000,2020-06-22 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.07,8.84,11.85,15.05,1005,,,66,5,160,,,,,90,804,Clouds,overcast clouds,04n
1592859600,2020-06-22 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.08,8.85,11.85,15.05,1006,,,66,5,190,,,,,90,804,Clouds,overcast clouds,04n
1592863200,2020-06-22 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.54,7.74,11.85,15.05,1006,,,71,6,190,,,,,90,804,Clouds,overcast clouds,04n
1592866800,2020-06-22 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.86,8.38,12,15.52,1006,,,76,6,180,,,,,0,800,Clear,sky is clear,01n
1592870400,2020-06-23 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.92,7.57,12.92,15.52,1006,,,62,8,180,,,,,0,800,Clear,sky is clear,01n
1592874000,2020-06-23 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,14.46,6.61,12.92,15.52,1006,,,58,10,180,,,,,0,800,Clear,sky is clear,01n
1592877600,2020-06-23 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.19,7.26,14.15,17.1,1007,,,54,10,180,,,,,2,800,Clear,sky is clear,01n
1592881200,2020-06-23 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.7,7.52,14.15,17.1,1007,,,48,10,180,,,,,2,800,Clear,sky is clear,01n
1592884800,2020-06-23 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.25,7.99,14.15,17.1,1007,,,45,10,200,,,,,40,802,Clouds,scattered clouds,03n
1592888400,2020-06-23 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.44,8.21,14.77,17.47,1008,,,45,10,200,,,,,0,800,Clear,sky is clear,01n
1592892000,2020-06-23 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.91,9.27,14.77,18,1008,,,42,9,200,,,,,0,800,Clear,sky is clear,01n
1592895600,2020-06-23 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.44,9.61,14.77,17.47,1008,,,45,8,200,,,,,0,800,Clear,sky is clear,01n
1592899200,2020-06-23 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.57,9.95,14.55,17.75,1009,,,48,8,230,,,,,88,804,Clouds,overcast clouds,04n
1592902800,2020-06-23 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.54,10.61,14.55,17.75,1009,,,48,7,230,,,,,40,802,Clouds,scattered clouds,03n
1592906400,2020-06-23 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.57,10.65,14.55,17.75,1010,,,48,7,240,,,,,88,804,Clouds,overcast clouds,04n
1592910000,2020-06-23 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.17,11.58,13.88,17,1010,,,48,5,250,,,,,0,800,Clear,sky is clear,01n
1592913600,2020-06-23 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,16.12,12.22,13.88,17,1010,,,48,4,220,,,,,0,800,Clear,sky is clear,01n
1592917200,2020-06-23 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.64,13.22,13.88,16.78,1010,,,51,2,260,,,,,0,800,Clear,sky is clear,01n
1592920800,2020-06-23 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.77,12.5,13.15,17,1011,,,48,3,220,,,,,39,802,Clouds,scattered clouds,03n
1592924400,2020-06-23 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,15.19,12.22,13.15,16,1011,,,55,3,300,,,,,39,802,Clouds,scattered clouds,03n
1592928000,2020-06-23 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,14.71,12.03,13.15,15.85,1011,,,62,3,340,,,,,39,802,Clouds,scattered clouds,03n
1592931600,2020-06-23 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.62,9.04,10.34,14,1011,,,67,4,360,,,,,0,800,Clear,sky is clear,01n
1592935200,2020-06-23 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.53,8.13,10.34,12.64,1011,,,76,4,40,,,,,0,800,Clear,sky is clear,01n
1592938800,2020-06-23 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.02,7.73,10.34,12.64,1011,,,81,4,50,,,,,0,800,Clear,sky is clear,01n
1592942400,2020-06-23 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.31,7.16,10.57,13.07,1010,,,76,5,50,,,,,0,800,Clear,sky is clear,01n
1592946000,2020-06-23 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.83,8.45,10,13.07,1010,,,87,3,60,,,,,0,800,Clear,sky is clear,01n
1592949600,2020-06-23 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.37,8.93,10.57,13.07,1010,,,71,4,60,,,,,0,800,Clear,sky is clear,01n
1592953200,2020-06-23 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.81,11.19,11.99,14.99,1011,,,67,3,60,,,,,0,800,Clear,sky is clear,01n
