dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1590710400,2020-05-29 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.05,-0.19,2.67,3.67,1015,,,86,2,60,,,,,75,803,Clouds,broken clouds,04n
1590714000,2020-05-29 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.58,0.96,2.67,4,1015,,,80,1,0,,,,,75,803,Clouds,broken clouds,04n
1590717600,2020-05-29 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.03,1.94,4.52,5.62,1013,,,80,2,20,,,,,75,803,Clouds,broken clouds,04n
1590721200,2020-05-29 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.03,2.92,4.52,7,1013,,,74,2,350,,,,,75,803,Clouds,broken clouds,04n
1590724800,2020-05-29 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.09,2.29,4.52,7,1013,,,74,3,60,,,,,75,803,Clouds,broken clouds,04n
1590728400,2020-05-29 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.61,2.99,5.01,7,1011,,,77,3,90,,,,,75,803,Clouds,broken clouds,04n
1590732000,2020-05-29 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.09,2.85,5.01,8,1012,,,77,4,90,,,,,75,803,Clouds,broken clouds,04n
1590735600,2020-05-29 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.67,3.53,5.01,9,1011,,,77,4,70,,,,,75,803,Clouds,broken clouds,04n
1590739200,2020-05-29 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.04,3.13,5.36,9,1010,,,73,5,80,,,,,40,802,Clouds,scattered clouds,03n
1590742800,2020-05-29 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.98,3.76,5.36,9,1010,,,73,4,90,,,,,40,802,Clouds,scattered clouds,03n
1590746400,2020-05-29 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.57,4.45,5.36,10,1010,,,73,4,90,,,,,39,802,Clouds,scattered clouds,03n
1590750000,2020-05-29 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.4,5.24,6.17,11,1009,,,50,3,60,,,,,0,800,Clear,sky is clear,01n
1590753600,2020-05-29 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.8,3.98,6.17,10,1009,,,53,4,60,,,,,0,800,Clear,sky is clear,01n
1590757200,2020-05-29 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.87,4.06,6.17,10,1009,,,53,4,60,,,,,0,800,Clear,sky is clear,01n
1590760800,2020-05-29 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.8,2.43,5.15,9,1007,,,61,5,50,,,,,31,802,Clouds,scattered clouds,03n
1590764400,2020-05-29 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.23,2.48,5.15,8,1007,,,61,4,60,,,,,31,802,Clouds,scattered clouds,03n
1590768000,2020-05-29 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.21,1.6,5.15,7.05,1007,,,70,4,70,,,,,31,802,Clouds,scattered clouds,03n
1590771600,2020-05-29 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.5,0.48,3.35,5,1006,,,75,3,90,,,,,0,800,Clear,sky is clear,01n
1590775200,2020-05-29 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.97,0.68,3.35,4.35,1006,,,79,2,90,,,,,0,800,Clear,sky is clear,01n
1590778800,2020-05-29 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.97,-0.98,3.35,4.35,1006,,,69,4,60,,,,,0,800,Clear,sky is clear,01n
1590782400,2020-05-29 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.9,-0.74,3.27,4.57,1005,,,81,4,20,,,,,14,801,Clouds,few clouds,02n
1590786000,2020-05-29 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.9,-1.47,3.27,4.57,1005,,,80,5,30,,,,,14,801,Clouds,few clouds,02n
1590789600,2020-05-29 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.43,0.4,3.27,5,1005,,,75,3,30,,,,,14,801,Clouds,few clouds,02n
1590793200,2020-05-29 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.18,2.45,4.6,7,1004,,,76,3,50,,,,,0,800,Clear,sky is clear,01n
1590796800,2020-05-30 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.63,2.49,4.6,8,1004,,,61,3,60,,,,,0,800,Clear,sky is clear,01n
1590800400,2020-05-30 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.71,3.41,4.6,8,1004,,,65,2,60,,,,,0,800,Clear,sky is clear,01n
1590804000,2020-05-30 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.68,5.09,5.31,9,1003,,,61,1,0,,,,,82,803,Clouds,broken clouds,04n
1590807600,2020-05-30 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.11,4.74,5.31,10,1003,,,57,2,360,,,,,82,803,Clouds,broken clouds,04n
1590811200,2020-05-30 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.22,3.47,5.31,10,1003,,,57,4,330,,,,,82,803,Clouds,broken clouds,04n
1590814800,2020-05-30 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.28,4.52,6.35,11,1002,,,53,4,320,,,,,40,802,Clouds,scattered clouds,03n
1590818400,2020-05-30 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.17,4.4,6.35,11,1002,,,53,4,320,,,,,0,800,Clear,sky is clear,01n
1590822000,2020-05-30 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.28,4.52,6.35,11,1002,,,53,4,350,,,,,0,800,Clear,sky is clear,01n
1590825600,2020-05-30 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.18,4.73,6.46,12,1001,,,50,5,330,,,,,75,803,Clouds,broken clouds,04n
1590829200,2020-05-30 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.07,4.6,6.46,12,1001,,,50,5,320,,,,,55,803,Clouds,broken clouds,04n
1590832800,2020-05-30 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.18,4.73,6.46,12,1001,,,50,5,330,,,,,75,803,Clouds,broken clouds,04n
1590836400,2020-05-30 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.92,4.27,6.39,12,1001,,,46,5,340,,,,,75,803,Clouds,broken clouds,04n
1590840000,2020-05-30 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.29,1.59,6.39,9,1001,,,61,7,20,,,,,0,800,Clear,sky is clear,01n
1590843600,2020-05-30 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.8,1.73,6.39,8.39,1001,,,61,6,30,,,,,0,800,Clear,sky is clear,01n
1590847200,2020-05-30 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.34,0.19,4.94,7,1000,,,65,6,20,,,,,59,803,Clouds,broken clouds,04n
1590850800,2020-05-30 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.8,-0.27,4.94,6.14,1000,,,70,6,20,,,,,59,803,Clouds,broken clouds,04n
1590854400,2020-05-30 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.28,-0.02,4.94,6.14,1000,,,75,5,10,,,,,59,803,Clouds,broken clouds,04n
1590858000,2020-05-30 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.94,-3.22,2.36,3.36,1000,,,82,6,30,,,,,0,800,Clear,sky is clear,01n
1590861600,2020-05-30 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.44,-4.49,2,3.36,1000,,,82,7,30,,,,,0,800,Clear,sky is clear,01n
1590865200,2020-05-30 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.88,-5.04,1,3.36,1000,,,86,7,20,,,,,0,800,Clear,sky is clear,01n
1590868800,2020-05-30 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.22,-5.22,0.74,2.14,999,,,80,6,20,,,,,73,803,Clouds,broken clouds,04n
1590872400,2020-05-30 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.24,-5.06,0.74,2.14,999,,,86,6,10,,,,,73,803,Clouds,broken clouds,04n
1590876000,2020-05-30 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.22,-6.49,0.74,2.14,999,,,86,8,10,,,,,73,803,Clouds,broken clouds,04n
1590879600,2020-05-30 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.88,-6.57,1.47,2,999,,,80,9,20,,,,,0,800,Clear,sky is clear,01n
1590883200,2020-05-31 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.38,-6.27,1.47,3,999,,,69,9,20,,,,,0,800,Clear,sky is clear,01n
1590886800,2020-05-31 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.95,-5.16,1.47,4,999,,,60,8,10,,,,,0,800,Clear,sky is clear,01n
1590890400,2020-05-31 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.68,-5.75,3.09,4,998,,,60,10,10,,,,,8,800,Clear,sky is clear,01n
1590894000,2020-05-31 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.16,-4.62,3.09,5,998,,,56,9,360,,,,,8,800,Clear,sky is clear,01n
1590897600,2020-05-31 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.21,-4.68,3.09,5,998,,,52,9,360,,,,,8,800,Clear,sky is clear,01n
1590901200,2020-05-31 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.32,-2.63,5,6.1,999,,,56,8,10,,,,,0,800,Clear,sky is clear,01n
1590904800,2020-05-31 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.84,-2.17,5.2,6.1,999,,,52,8,360,,,,,0,800,Clear,sky is clear,01n
1590908400,2020-05-31 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.85,-2.86,5.2,6.1,999,,,52,9,360,,,,,0,800,Clear,sky is clear,01n
1590912000,2020-05-31 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.33,-2.33,5.69,7.29,999,,,52,9,360,,,,,0,800,Clear,sky is clear,01n
1590915600,2020-05-31 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.85,-1.88,5.69,7.29,999,,,48,9,10,,,,,0,800,Clear,sky is clear,01n
1590919200,2020-05-31 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.33,-3.03,5.69,7.29,999,,,52,10,360,,,,,0,800,Clear,sky is clear,01n
1590922800,2020-05-31 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.27,-3.22,4.96,7,1000,,,48,10,360,,,,,0,800,Clear,sky is clear,01n
1590926400,2020-05-31 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.23,-3.27,4.96,7,1000,,,48,10,360,,,,,0,800,Clear,sky is clear,01n
1590930000,2020-05-31 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.74,-3.69,4.96,6,1000,,,52,10,10,,,,,0,800,Clear,sky is clear,01n
1590933600,2020-05-31 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.7,-5.54,3.02,6,1000,,,52,11,360,,,,,54,803,Clouds,broken clouds,04n
1590937200,2020-05-31 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.12,-5.37,3.02,5,1000,,,56,10,360,,,,,54,803,Clouds,broken clouds,04n
1590940800,2020-05-31 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.64,-2.76,3.02,4,1000,,,69,6,350,,,,,54,803,Clouds,broken clouds,04n
1590944400,2020-05-31 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.84,-3.26,0.12,3,1001,,,74,4,340,,,,,0,800,Clear,sky is clear,01n
1590948000,2020-05-31 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.27,-4.46,0.12,2,1001,,,80,5,340,,,,,0,800,Clear,sky is clear,01n
1590951600,2020-05-31 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.27,-4.46,0.12,2,1001,,,80,5,340,,,,,0,800,Clear,sky is clear,01n
1590955200,2020-05-31 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,0.43,-3.94,-1.15,1,1001,,,83,3,340,,,,,0,800,Clear,sky is clear,01n
1590958800,2020-05-31 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,0.39,-4.69,-1.15,1,1001,,,83,4,340,,,,,40,802,Clouds,scattered clouds,03n
1590962400,2020-05-31 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,0.43,-6.04,-1.15,1,1001,,,83,6,340,,,,,40,802,Clouds,scattered clouds,03n
1590966000,2020-05-31 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.62,-4.86,0.23,2.07,1002,,,76,6,350,,,,,40,802,Clouds,scattered clouds,03n
1590969600,2020-06-01 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.1,-4.32,0.23,3,1002,,,76,6,350,,,,,40,802,Clouds,scattered clouds,03n
1590973200,2020-06-01 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.68,-4.53,0.23,4,1002,,,69,7,360,,,,,75,803,Clouds,broken clouds,04n
1590976800,2020-06-01 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.35,-3.08,1.71,4,1002,,,69,6,330,,,,,75,803,Clouds,broken clouds,04n
1590980400,2020-06-01 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.31,-1.73,1.71,4,1002,,,69,4,330,,,,,75,803,Clouds,broken clouds,04n
1590984000,2020-06-01 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.88,-1.89,1.71,5,1002,,,65,5,330,,,,,75,803,Clouds,broken clouds,04n
1590987600,2020-06-01 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.36,-0.37,4.23,6,1003,,,60,5,320,,,,,75,803,Clouds,broken clouds,04n
1590991200,2020-06-01 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.82,0.72,4.23,7,1003,,,56,4,340,,,,,75,803,Clouds,broken clouds,04n
1590994800,2020-06-01 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.42,1.27,4.23,8,1003,,,52,4,340,,,,,75,803,Clouds,broken clouds,04n
1590998400,2020-06-01 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.15,1.38,5.33,8,1004,,,52,5,330,,,,,75,803,Clouds,broken clouds,04n
1591002000,2020-06-01 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.6,3.05,5.33,9,1004,,,45,3,320,,,,,75,803,Clouds,broken clouds,04n
1591005600,2020-06-01 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.68,2.57,5.33,9,1004,,,49,4,320,,,,,75,803,Clouds,broken clouds,04n
1591009200,2020-06-01 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.91,2.83,5.65,9,1005,,,49,4,300,,,,,75,803,Clouds,broken clouds,04n
1591012800,2020-06-01 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.84,3.45,5.65,9,1005,,,69,4,350,,,,,75,803,Clouds,broken clouds,04n
1591016400,2020-06-01 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.91,1.01,5.65,9,1005,,,57,7,350,,,,,75,803,Clouds,broken clouds,04n
1591020000,2020-06-01 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.66,-0.27,4.57,8,1005,,,61,7,330,,,,,100,804,Clouds,overcast clouds,04n
1591023600,2020-06-01 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.08,-0.11,4.57,7,1005,,,65,6,310,,,,,100,804,Clouds,overcast clouds,04n
1591027200,2020-06-01 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.6,-0.5,4.57,6.06,1005,,,70,6,300,,,,,40,802,Clouds,scattered clouds,03n
1591030800,2020-06-01 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.94,-2.26,2.2,5,1005,,,75,6,290,,,,,0,800,Clear,sky is clear,01n
1591034400,2020-06-01 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.87,-2.5,2.2,3.1,1005,,,86,5,300,,,,,0,800,Clear,sky is clear,01n
1591038000,2020-06-01 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.88,-1.79,2.2,3.1,1005,,,86,4,300,,,,,0,800,Clear,sky is clear,01n
1591041600,2020-06-01 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.16,-1.75,1.71,2.72,1005,,,93,3,310,,,,,42,802,Clouds,scattered clouds,03n
1591045200,2020-06-01 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,1.67,-1.59,1,2.72,1005,,,94,2,90,,,,,42,802,Clouds,scattered clouds,03n
1591048800,2020-06-01 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,2.69,0.09,1.71,3,1005,,,86,1,0,,,,,42,802,Clouds,scattered clouds,03n
1591052400,2020-06-01 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.54,0.22,2.57,4,1005,,,80,2,180,,,,,0,800,Clear,sky is clear,01n
1591056000,2020-06-02 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.51,0.18,2.57,4,1005,,,80,2,220,,,,,0,800,Clear,sky is clear,01n
1591059600,2020-06-02 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.6,1.3,2.57,6,1005,,,75,2,260,,,,,0,800,Clear,sky is clear,01n
1591063200,2020-06-02 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.21,2.7,3.96,6,1005,,,75,1,0,,,,,40,802,Clouds,scattered clouds,03n
1591066800,2020-06-02 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.66,3.07,3.96,7,1005,,,70,1,0,,,,,100,804,Clouds,overcast clouds,04n
1591070400,2020-06-02 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.8,4.25,3.96,9,1005,,,66,1,0,,,,,100,804,Clouds,overcast clouds,04n
1591074000,2020-06-02 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.31,5.67,4.65,11,1005,,,57,1,0,,,,,0,800,Clear,sky is clear,01n
1591077600,2020-06-02 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.14,4.63,4.65,11,1005,,,53,2,240,,,,,40,802,Clouds,scattered clouds,03n
1591081200,2020-06-02 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.84,6.16,4.65,12,1005,,,54,1,0,,,,,40,802,Clouds,scattered clouds,03n
1591084800,2020-06-02 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.72,2.82,5.16,11,1005,,,62,6,20,,,,,40,802,Clouds,scattered clouds,03n
1591088400,2020-06-02 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.57,4.05,5.16,11,1005,,,62,4,60,,,,,40,802,Clouds,scattered clouds,03n
1591092000,2020-06-02 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.19,2.53,5.16,10,1005,,,71,6,30,,,,,40,802,Clouds,scattered clouds,03n
1591095600,2020-06-02 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.84,2.6,6.17,10,1006,,,71,7,20,,,,,40,802,Clouds,scattered clouds,03n
1591099200,2020-06-02 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.26,2.58,6.17,9.47,1006,,,70,6,30,,,,,40,802,Clouds,scattered clouds,03n
1591102800,2020-06-02 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.78,3.1,6.17,9.47,1006,,,81,5,30,,,,,75,803,Clouds,broken clouds,04n
1591106400,2020-06-02 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.48,2.95,5.91,8.31,1006,,,87,5,10,,,,,75,803,Clouds,broken clouds,04n
1591110000,2020-06-02 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.95,2.31,5.91,8.31,1006,,,87,5,360,,,,,75,803,Clouds,broken clouds,04n
1591113600,2020-06-02 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.95,2.31,5.91,8.31,1006,,,87,5,360,,,,,75,803,Clouds,broken clouds,04n
1591117200,2020-06-02 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.25,0.3,3.66,6,1006,,,87,5,10,,,,,75,803,Clouds,broken clouds,04n
1591120800,2020-06-02 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.7,-1.08,3.66,5.36,1006,,,86,6,20,,,,,75,803,Clouds,broken clouds,04n
1591124400,2020-06-02 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.72,-1.05,3.66,5.36,1006,,,86,6,20,,,,,75,803,Clouds,broken clouds,04n
1591128000,2020-06-02 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.05,-0.95,3.66,5.06,1006,,,93,5,20,,,,,40,802,Clouds,scattered clouds,03n
1591131600,2020-06-02 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,3.55,-1.35,3,5.06,1006,,,100,5,360,,,,,40,802,Clouds,scattered clouds,03n
1591135200,2020-06-02 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,4.05,-0.25,3.66,5.06,1006,,,93,4,360,,,,,100,804,Clouds,overcast clouds,04n
1591138800,2020-06-02 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.14,1.04,4,7.36,1007,,,93,4,360,,,,,40,802,Clouds,scattered clouds,03n
1591142400,2020-06-03 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.72,2.22,4.94,7.36,1007,,,86,3,340,,,,,40,802,Clouds,scattered clouds,03n
1591146000,2020-06-03 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,5.67,3.07,4.94,7.36,1007,,,93,2,300,,,,,40,802,Clouds,scattered clouds,03n
1591149600,2020-06-03 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.69,3.6,5,10.1,1007,,,93,3,320,,,,,75,803,Clouds,broken clouds,04n
1591153200,2020-06-03 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.3,4.13,6,10.1,1007,,,87,3,340,,,,,40,802,Clouds,scattered clouds,03n
1591156800,2020-06-03 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.29,4.89,6.15,10.1,1007,,,75,3,340,,,,,75,803,Clouds,broken clouds,04n
1591160400,2020-06-03 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,9.84,6.08,9,12.32,1007,,,76,4,330,,,,,0,800,Clear,sky is clear,01n
1591164000,2020-06-03 06:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.35,7.47,9.42,12.32,1007,,,66,4,360,,,,,40,802,Clouds,scattered clouds,03n
1591167600,2020-06-03 07:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.92,7.27,9.42,13,1007,,,62,5,10,,,,,0,800,Clear,sky is clear,01n
1591171200,2020-06-03 08:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.38,6.61,11.24,14.94,1008,,,66,7,10,,,,,83,803,Clouds,broken clouds,04n
1591174800,2020-06-03 09:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.91,6.55,11.24,14.94,1008,,,66,8,10,,,,,83,803,Clouds,broken clouds,04n
1591178400,2020-06-03 10:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.44,6.29,11.24,14.94,1008,,,62,9,360,,,,,83,803,Clouds,broken clouds,04n
1591182000,2020-06-03 11:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.51,4.97,10.16,14.26,1008,,,62,11,10,,,,,0,800,Clear,sky is clear,01n
1591185600,2020-06-03 12:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.98,4.33,10.16,14.26,1008,,,62,11,10,,,,,0,800,Clear,sky is clear,01n
1591189200,2020-06-03 13:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,12.98,4.33,10.16,14.26,1008,,,62,11,10,,,,,40,802,Clouds,scattered clouds,03n
1591192800,2020-06-03 14:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.41,2.64,8.46,12.36,1008,,,66,11,10,,,,,75,803,Clouds,broken clouds,04n
1591196400,2020-06-03 15:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.87,3.4,8.46,12.36,1008,,,66,9,360,,,,,84,803,Clouds,broken clouds,04n
1591200000,2020-06-03 16:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.35,2.08,8.46,12.36,1008,,,66,10,10,,,,,84,803,Clouds,broken clouds,04n
1591203600,2020-06-03 17:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.21,1.12,6.09,9,1009,,,70,8,360,,,,,0,800,Clear,sky is clear,01n
1591207200,2020-06-03 18:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.66,0.65,6.09,8.59,1009,,,75,8,20,,,,,0,800,Clear,sky is clear,01n
1591210800,2020-06-03 19:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.15,1.45,6.09,8.59,1009,,,75,6,20,,,,,0,800,Clear,sky is clear,01n
1591214400,2020-06-03 20:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.64,-0.54,4.78,7.78,1008,,,75,8,20,,,,,50,802,Clouds,scattered clouds,03n
1591218000,2020-06-03 21:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.12,-0.96,4.78,7.78,1008,,,81,8,30,,,,,50,802,Clouds,scattered clouds,03n
1591221600,2020-06-03 22:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,6.64,-0.35,4.78,7.78,1008,,,81,8,20,,,,,50,802,Clouds,scattered clouds,03n
1591225200,2020-06-03 23:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,7.73,0.73,6.75,10.05,1009,,,75,8,10,,,,,0,800,Clear,sky is clear,01n
1591228800,2020-06-04 00:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.28,2.78,6.75,10.05,1009,,,75,6,20,,,,,0,800,Clear,sky is clear,01n
1591232400,2020-06-04 01:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,8.79,1.1,6.75,10.05,1009,,,70,9,20,,,,,0,800,Clear,sky is clear,01n
1591236000,2020-06-04 02:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,10.6,3.08,9.88,12.52,1009,,,66,9,360,,,,,0,800,Clear,sky is clear,01n
1591239600,2020-06-04 03:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.14,3.55,9.88,12.52,1009,,,62,9,360,,,,,0,800,Clear,sky is clear,01n
1591243200,2020-06-04 04:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,11.13,2.83,9.88,12.52,1009,,,62,10,360,,,,,0,800,Clear,sky is clear,01n
1591246800,2020-06-04 05:00:00 +0000 UTC,25200,Custom location,69.321521,87.956233,13.18,4.88,10.49,14.89,1009,,,54,10,360,,,,,0,800,Clear,sky is clear,01n
